Gene.symbol	P.Value	logFC
Zfp39	0.575	0.08348489
Slc5a12	0.575	0.04583517
Alb	0.575	-0.18058958
Gm20871	0.575	-0.06705391
Gm94	0.575	-0.07433443
Vmn1r18	0.575	-0.06486897
Cbll1	0.576	-0.06542535
Vmn2r90	0.576	0.04930428
Gldnos	0.576	-0.06755404
Tnxb	0.576	0.05852537
Cideb	0.576	0.05335524
Gm13057	0.576	-0.05614379
Cdx4	0.576	0.04766095
Abca16	0.576	-0.03596213
Rab9b	0.576	-0.06234747
Zfp595	0.576	0.06243877
Adcy4	0.577	-0.0742622
Tmem95	0.577	0.0513127
D030028M11Rik	0.577	-0.06207423
D630011A20Rik	0.577	-0.05178417
Il1b	0.577	-0.06596559
C130030K03Rik	0.577	-0.04801187
Nxnl1	0.577	0.05036166
Casp14	0.577	-0.0675751
Aldh16a1	0.577	-0.04120109
Gm16432	0.577	0.07428056
Igsf3	0.577	0.04100887
Tcrg-V6	0.577	0.06409809
F630111L10Rik	0.577	0.0576959
Defb18	0.577	0.05737953
Tnfsf10	0.577	-0.13920713
Oas1e	0.577	0.0453589
Olfr571	0.578	-0.0517535
Olfr599	0.578	-0.0530854
Cyyr1	0.578	-0.09596933
Cwc22	0.578	0.05279082
Shf	0.578	0.05532592
Tcstv3	0.578	-0.0514828
Olfr787	0.578	-0.07687344
Gga3	0.578	-0.04230324
Fam129c	0.579	-0.05649294
Piga	0.579	0.05998587
Eef1e1	0.579	-0.05260156
Cabyr	0.579	-0.04542496
Ube2j1	0.579	0.05249392
B230307C23Rik	0.579	-0.06782674
Wrap53	0.579	0.03792654
Poli	0.579	0.09229134
Olfr1316	0.579	-0.05436305
Adamts1	0.579	0.11967894
Tceanc2	0.579	0.05759679
Gm12070	0.58	-0.04132516
Asphd2	0.58	-0.05317117
Ube4a	0.58	0.0808598
1810011O10Rik	0.58	0.08549286
Zfp653	0.58	0.03858256
Bag2	0.58	0.04308465
Igkv5-43	0.58	-0.06364176
Cntnap5b	0.58	-0.04671294
Odc1	0.58	-0.074811
Hmg20a	0.581	0.05137976
Ect2l	0.581	0.06520262
Phxr1	0.581	-0.06662108
Gm13177	0.581	-0.03885956
Pate1	0.581	-0.04149758
Ptprk	0.581	0.07866512
1700021P04Rik	0.581	-0.05690384
Cbx3	0.581	-0.08261238
Olfr1395	0.581	-0.06107423
Rps29	0.582	0.0820571
Gm6402	0.582	0.06498966
Elp4	0.582	-0.06248497
Vmn1r95	0.582	-0.0455629
B4galnt2	0.582	-0.06156834
Zdhhc22	0.582	0.04256474
Podxl	0.582	0.08606862
Gm12070	0.582	-0.04156542
Thra	0.582	-0.05783767
Grin2d	0.582	0.05086145
Krt7	0.582	-0.0595273
Cmpk1	0.582	0.08366959
B4galt5	0.582	0.05910808
Robo3	0.582	-0.05331296
Gng7	0.582	0.03733776
Ltn1	0.583	0.07797149
Adss	0.583	0.0632472
Cd1d2	0.583	-0.05275209
Racgap1	0.583	0.05828616
E430025E21Rik	0.583	-0.05793584
Mgat4b	0.583	-0.05284359
Mkrn3	0.583	-0.03846348
Clec9a	0.583	0.04263282
Tor2a	0.584	-0.0499882
Arhgap12	0.584	0.05236778
Gm9789	0.584	-0.04019861
Tmc4	0.584	-0.04787733
Olfr214	0.584	-0.0489284
Hax1	0.584	0.06272645
Gm5174	0.584	-0.06956918
Olfr215	0.584	-0.07150491
LOC102640295	0.584	0.05688816
Ccdc71	0.585	-0.04664401
Olfr1302	0.585	0.06246445
Cd36	0.585	0.07030141
Tiparp	0.585	0.08090486
Tns1	0.585	0.04314775
Phldb3	0.585	-0.05467372
Usp34	0.585	0.06580391
Krtap13	0.585	-0.04205293
P4ha1	0.586	-0.07858199
Aqp11	0.586	0.06617339
Sept11	0.586	0.06268979
Gnb3	0.586	-0.04599485
Uspl1	0.586	0.06204905
Snx20	0.586	-0.05523796
LOC102640295	0.586	0.05403091
Ramp2	0.586	-0.09083358
Gm10113	0.586	-0.06787307
Smndc1	0.586	0.06829229
Med4	0.587	-0.05490199
Gm10433	0.587	0.06807454
Cab39	0.587	0.05102627
Ccdc152	0.587	0.04634352
Adgrl2	0.587	-0.07326706
Col2a1	0.587	-0.06172765
Sp7	0.587	-0.07486944
Vmn1r226	0.587	0.04728211
Vmn1r78	0.587	-0.05921225
Mogs	0.587	0.06454762
Frs2	0.587	-0.06997697
Sf3b4	0.587	0.05386182
Gm14475	0.588	0.04227972
Gm14475	0.588	0.04227972
Gm14475	0.588	0.04227972
Hist1h4m	0.588	0.06362058
Hist1h4m	0.588	0.06362058
Chmp3	0.588	0.03895546
Gm10101	0.588	-0.06951345
Mup5	0.588	0.07263329
Psmb3	0.588	0.06384161
Mtch2	0.588	0.09034469
Gm10469	0.588	0.05974539
Olfr893	0.588	-0.05569096
Vmn1r42	0.588	-0.04207593
Dhx16	0.588	0.03947304
Ercc4	0.588	0.05874248
Prdm6	0.588	-0.05928106
Olfr1475	0.588	-0.04963522
Fam98a	0.588	-0.07165044
Gga1	0.589	-0.04499815
4922502B01Rik	0.589	-0.07456275
Akap10	0.589	0.04199628
Atg5	0.589	0.04418254
Sell	0.589	0.05788576
Lrrc61	0.589	-0.08959466
Enthd2	0.589	0.03860633
Commd2	0.589	0.05012572
P2ry2	0.59	-0.1126949
Irf8	0.59	0.04452833
Csmd1	0.59	-0.03787885
Vmn1r95	0.59	-0.03995516
Nkap	0.59	0.06031573
Rab37	0.59	-0.05056901
Mbl1	0.59	-0.05830024
Klk1b27	0.59	-0.04513362
Lrrc43	0.59	-0.05012808
Nudcd1	0.59	0.04203052
Rilpl2	0.59	-0.06389845
Tbc1d15	0.59	-0.04753888
Gltscr2	0.59	0.05678641
Ankar	0.59	0.04675535
Add3	0.591	0.04246454
4930504O13Rik	0.591	-0.08974788
Atp6v1b1	0.591	-0.04124144
1110051M20Rik	0.591	0.0502184
A530021J07Rik	0.591	-0.05146484
Olfr723	0.592	-0.04916911
Lemd3	0.592	0.05053997
Il4	0.592	-0.04052727
Hes1	0.592	0.10024571
Trim16	0.592	0.05675387
Fam58b	0.592	-0.06868238
Ninl	0.592	0.04489779
Mir203	0.592	-0.05301157
Nxpe4	0.592	0.11278392
Sgsh	0.592	-0.0413919
Ppfia1	0.592	-0.05392976
Dnm3	0.592	0.07374677
Ccdc170	0.592	-0.04902564
Nrf1	0.592	-0.04333369
Slc9a8	0.592	0.04118476
Sval1	0.592	-0.05083287
Vwa1	0.593	-0.0630978
Clec5a	0.593	0.04719143
Gm10125	0.593	-0.0514398
Csmd3	0.593	-0.07057025
Lrrc48	0.593	0.0629891
Mir374b	0.593	-0.04736854
Dok5	0.593	0.10126744
Olfr384	0.593	-0.03394996
Pdrg1	0.593	-0.06026783
Mrgprb2	0.593	-0.04136379
Gm12070	0.593	-0.03698943
Ipmk	0.593	-0.03884288
Pbp2	0.593	0.05702567
Cul4a	0.593	0.06681807
Efhc2	0.593	0.05027398
Hsd3b6	0.594	-0.05222129
Myl10	0.594	0.07085565
Olfr456	0.594	0.07917809
Gmppa	0.594	0.06468826
Sumf2	0.594	0.04231177
Cdt1	0.594	0.03989256
Cdc45	0.594	0.0368482
Mark2	0.594	-0.05684245
Cdca5	0.594	-0.0609432
Ppp2r5d	0.594	-0.08129317
Tfec	0.594	-0.05860961
Gnl3	0.594	0.05617915
Vmn1r16	0.594	-0.0425511
Sox8	0.594	-0.05312127
Sh2b3	0.594	-0.04509647
Ada	0.595	0.06816253
Krtap19-4	0.595	-0.04349216
Cflar	0.595	-0.07158612
Gm10572	0.595	-0.04642493
Fnd3c2	0.595	-0.07918928
Ptcd1	0.595	-0.05773161
Paqr6	0.595	-0.05183331
Olfr155	0.595	-0.0504337
Caps2	0.595	0.05292761
Olfr878	0.595	-0.04449105
Gm10091	0.595	-0.04775384
Nlrp5	0.595	-0.09623642
Fgf13	0.595	-0.04376156
Gnb1l	0.595	0.0792449
Zfp839	0.595	-0.04394001
Fam222b	0.595	-0.05413841
Armc3	0.595	-0.03525773
Stk26	0.596	-0.05244876
Mir221	0.596	-0.04711571
Zfy2	0.596	-0.05837644
Gm12070	0.596	-0.03886793
Ch25h	0.596	0.04946033
Ccser1	0.596	0.05034022
Fgf9	0.596	-0.04340767
Ifi44l	0.596	-0.08078615
Olfr311	0.596	-0.05396857
Vmn2r104	0.596	-0.05854918
Exo1	0.596	-0.04738072
Siglecf	0.596	0.03923143
Dhps	0.596	-0.05273119
Olfr998	0.596	-0.05350221
LOC102640295	0.596	0.0546709
Rps4l	0.596	0.07487859
Ntng1	0.596	0.06111003
Cntnap3	0.596	-0.05281001
Xpo7	0.597	-0.0472227
Cd320	0.597	-0.05024979
Arcn1	0.597	0.04668386
Ppm1e	0.597	-0.06203367
Bcl2a1c	0.597	-0.05805634
Gap43	0.597	-0.07771523
Acvrl1	0.597	0.04111665
Inmt	0.597	-0.14322199
Asb6	0.598	-0.05016812
Slc19a3	0.598	-0.04650228
Magoh	0.598	0.06179795
Nomo1	0.598	0.05707267
Stag2	0.598	-0.05129
Rasgrp1	0.598	0.05181715
Olfr1301	0.598	-0.0465124
C2	0.598	0.05560251
Zfp605	0.598	-0.08343922
Mcpt8	0.598	-0.0536398
Sh3bp5	0.598	-0.11482001
Pex11b	0.598	0.05962151
Tas2r134	0.598	-0.05001627
Tbc1d21	0.598	-0.04459758
Gm12070	0.599	-0.03861142
Gm12070	0.599	-0.03861142
Tcf23	0.599	0.05063236
Ptges3	0.599	0.04091619
Gripap1	0.599	-0.03653175
Aph1c	0.599	0.06749674
Izumo3	0.599	0.04131718
Tmem254b	0.599	0.14398381
Amz1	0.599	-0.06501896
Frmpd4	0.599	0.04542896
Trav12-2	0.599	-0.05581434
Trav12-2	0.599	-0.05581434
Ubtd1	0.599	0.0513692
Gm5589	0.599	-0.06378826
Lce1i	0.599	-0.05782674
Olfr1247	0.6	-0.04835512
Ubiad1	0.6	0.08294333
Rtp3	0.6	-0.08192149
Cers3	0.6	-0.05104453
Gm7982	0.6	0.03950428
Gm7982	0.6	0.03950428
Ttc5	0.6	0.04585763
Arl5c	0.6	0.05262684
4933412A08Rik	0.6	-0.07569852
Plb1	0.6	-0.07648678
Cenph	0.6	-0.03679847
Zfp746	0.6	0.04902406
Umps	0.6	0.05611782
Mrps6	0.6	-0.04092016
Haus5	0.601	-0.04988431
Arih2	0.601	-0.06908074
4930522L14Rik	0.601	0.0471372
Lrp3	0.601	0.05006475
Gm10624	0.601	-0.05290923
Dnah3	0.601	-0.06808098
Mad1l1	0.601	-0.03492587
Olfr706	0.601	-0.07861736
Lyrm4	0.601	-0.0557951
BC018473	0.601	0.29849161
Ap5m1	0.601	-0.08599403
Gm13213	0.602	0.05947761
Pycr1	0.602	-0.0481556
B3galnt1	0.602	0.06049797
Cst12	0.602	-0.04677191
Pigg	0.602	0.06957605
Gpr62	0.602	-0.05189746
Cfap97	0.602	0.06574391
Tspan7	0.602	-0.05006305
Erp27	0.602	-0.03839795
Impdh2	0.602	-0.11258433
Adamts3	0.603	-0.08062884
Lsmem2	0.603	0.14023661
Top3a	0.603	0.05405168
Irf2bpl	0.603	-0.05168013
Mroh1	0.603	0.04596785
Glipr1l1	0.603	-0.04131487
Gm9573	0.603	-0.04745088
Wdr12	0.603	-0.05830439
Zbtb14	0.603	0.04373288
Dars2	0.603	-0.05344586
Pnlip	0.603	-0.03898849
Ppp6r3	0.603	0.04335735
Etd	0.603	0.0506723
Spink14	0.603	0.04699912
F830005K03Rik	0.604	-0.05120684
Olfr1299	0.604	-0.04158843
Cdc25c	0.604	-0.04184427
Pcdh17	0.604	0.10473216
Noxred1	0.604	0.05855903
Adh1	0.604	0.14967254
Gm10425	0.604	-0.05470545
Cxx1c	0.604	-0.05291186
Oprk1	0.604	-0.05536681
Rxfp3	0.604	-0.06108339
Osbpl1a	0.604	-0.05606238
Rsg1	0.604	0.05621895
Olfr374	0.604	-0.04837722
Gtf2h1	0.604	-0.04076083
Wfdc9	0.604	0.06050437
Arl4a	0.604	-0.04806801
Ctu1	0.604	0.0525642
Pigc	0.604	-0.0483356
C9	0.604	-0.05766999
Gm14475	0.604	0.04000787
Olfr1239	0.604	-0.04721601
Cyp4a31	0.604	-0.04487674
Olfr1305	0.604	-0.04599335
Dnaja1	0.605	0.08679883
4933409G03Rik	0.605	-0.04647297
Fth1	0.605	0.03115983
Txndc11	0.605	0.04905314
Olfr147	0.605	-0.0504066
LOC102637269	0.605	-0.09402912
Ska1	0.605	-0.05886303
Adgb	0.605	0.04419418
Olfr704	0.605	-0.06400665
Mief2	0.605	0.04045219
Zfp971	0.605	-0.11124583
Mir192	0.605	0.03998977
Obscn	0.605	0.08096828
Mettl14	0.605	-0.04622264
Mmp3	0.606	0.08285891
Mir490	0.606	-0.05801402
Trem3	0.606	-0.04711199
Snf8	0.606	-0.06539946
Hbegf	0.606	0.10333607
Arl13a	0.606	0.03886822
Ctsq	0.606	-0.03702866
Gm9959	0.606	0.05053647
Gm4371	0.606	-0.05605998
Rnf223	0.606	-0.05334247
Gm1141	0.606	-0.05876839
Nsa2	0.606	0.05602506
Gm38437	0.606	-0.09166246
Gm38437	0.606	-0.09166246
B3galt5	0.606	0.05156951
Zcwpw2	0.606	0.07419741
Mir28a	0.606	0.04612963
Btn1a1	0.607	-0.03985247
Olfr723	0.607	-0.03744927
E130311K13Rik	0.607	-0.0483539
Pigx	0.607	-0.06984129
1500002C15Rik	0.607	-0.05649472
Dpf2	0.607	-0.0439324
Espl1	0.607	-0.04691335
Ostc	0.607	0.05130319
Zscan26	0.608	0.06324668
Sf3b5	0.608	-0.05474664
Kansl1l	0.608	0.06636211
Pdxk	0.608	0.0642982
Sik2	0.608	0.09002797
Mirlet7a-1	0.608	-0.04591747
2310003L06Rik	0.608	-0.04448603
Ubqln3	0.608	-0.06303776
Rnf111	0.608	0.05548601
Ccdc28a	0.608	-0.07021334
Olfr824	0.609	0.04341646
Sult2b1	0.609	-0.05721834
Rpl23a	0.609	-0.09838191
Sytl4	0.609	0.04658305
Pycrl	0.609	0.0523894
Trim35	0.609	0.12281691
Zc3h3	0.609	-0.03929175
Rpl23a	0.609	-0.10213184
Vnn3	0.609	0.06555244
Rpl29	0.609	0.04413246
Olfr1255	0.61	0.04899618
Mog	0.61	-0.06683161
Esco1	0.61	0.13555246
Gsdmcl-ps	0.61	-0.04844037
Plb1	0.61	0.04886044
Inpp5k	0.61	0.03672249
Mgst2	0.61	0.04510502
Dtx2	0.61	0.05265694
Ccdc30	0.61	0.05594692
S1pr2	0.611	-0.05164738
BC065397	0.611	-0.05478318
Apol10b	0.611	-0.07508522
Lce3d	0.611	-0.06139246
Mta3	0.611	-0.0550852
2010309G21Rik	0.611	-0.04318312
Cep162	0.611	0.04653217
Icam5	0.612	-0.06077193
Synb	0.612	-0.065309
Pfdn5	0.612	0.05208442
Adad1	0.612	-0.04339734
1700112E06Rik	0.612	0.07704024
Efcab14	0.612	-0.04687017
Gba	0.612	0.05585373
Srsy	0.612	-0.04604146
Srsy	0.612	-0.04604146
Oit1	0.612	0.04400122
Mir186	0.613	0.05126563
Xrcc1	0.613	-0.04136674
Tas1r3	0.613	-0.04017617
Epha2	0.613	0.04789441
Arl8b	0.613	-0.03690064
Itpk1	0.613	0.04990656
Cypt10	0.613	-0.04567859
Fcer1a	0.613	0.05641346
Ikzf2	0.613	-0.05878248
Ctr9	0.613	-0.04735703
Cebpb	0.613	-0.06850817
Prickle2	0.614	0.0554366
Atp6ap1l	0.614	-0.05498551
D930030D11Rik	0.614	-0.04470689
Mrps34	0.614	-0.07585726
Trav3n-3	0.614	-0.04860765
Magt1	0.614	-0.06405097
Zbtb46	0.614	-0.0418469
Acp1	0.614	0.06708415
Irak1bp1	0.614	-0.05826521
Olfr1289	0.614	0.03280339
Tceb2	0.614	-0.06607116
Fer1l6	0.614	-0.04411857
Pdlim4	0.614	0.06297608
Grik1	0.615	0.03256657
Nos1ap	0.615	-0.04347903
Ndst1	0.615	-0.04475653
BC025446	0.615	-0.05940696
Cabp1	0.615	-0.05387429
AU015228	0.615	-0.04978609
Rbm33	0.615	-0.04647285
Faap20	0.615	-0.04085589
Mmgt2	0.615	0.04415707
Mir542	0.615	-0.04169352
Dlgap1	0.615	-0.04733338
Zfp457	0.616	-0.04676799
Slco6d1	0.616	-0.03596907
Inpp5e	0.616	-0.05723317
Olfr191	0.616	-0.03747137
Nsun3	0.616	0.16185557
Acad10	0.616	0.03812657
Ccdc178	0.616	-0.03921647
Gpx6	0.616	-0.07379951
Olfr1199	0.616	0.04383229
Mir3068	0.616	0.06104301
Isyna1	0.616	0.07365957
F630010C12Rik	0.616	-0.03436784
Zfp804a	0.617	-0.04698252
Defa33	0.617	0.03357734
Olfr492	0.617	-0.04769636
Mark4	0.617	-0.04399818
Gm12070	0.617	-0.03251635
Gm12070	0.617	-0.03251635
Gm12070	0.617	-0.03251635
Mucl2	0.617	-0.05666344
Sra1	0.618	-0.0527978
Vmn2r109	0.618	-0.04701834
Gabra6	0.618	-0.05414398
Acot1	0.618	-0.0725334
Gm773	0.618	-0.04658047
Il23a	0.618	-0.06252939
Slc25a18	0.618	-0.04400307
Cars2	0.618	-0.04626544
Gm8580	0.618	0.05331896
Kdm5d	0.618	0.06117022
Pkn3	0.618	0.04492228
Ccdc177	0.618	-0.06252887
Serpinb1c	0.618	0.06439946
Mfsd9	0.618	0.0472739
Mon1b	0.619	0.0430095
Rpl23a	0.619	-0.10041046
BC051628	0.619	0.05560872
Mmp25	0.619	-0.06325508
Trav3n-3	0.619	0.09277374
Rps28	0.619	0.13050881
Stk38	0.619	0.04199759
Sag	0.62	-0.04777446
Try10	0.62	-0.06527524
S1pr5	0.62	0.03544921
Filip1	0.62	-0.0687229
Vmn2r51	0.62	-0.03601285
Kif7	0.62	-0.05129788
Mvk	0.62	-0.04635463
Rab24	0.62	-0.03617392
Olfr1168	0.62	-0.03913298
Olfr809	0.62	-0.04083839
Malrd1	0.62	0.04028865
Actl6a	0.621	0.04315883
4930469G21Rik	0.621	-0.05823918
Erg	0.621	-0.08279615
Ggnbp2os	0.621	0.05146153
Mbd3	0.621	-0.04700598
4933405L10Rik	0.621	-0.06528181
Smim20	0.621	-0.0542742
Il1rn	0.621	0.0378969
Cdk5rap1	0.621	0.06284813
Grpel2	0.621	0.0610018
Plau	0.621	0.07734975
1700084P21Rik	0.621	-0.0522357
Pfdn2	0.621	-0.05732342
Rfc2	0.621	-0.04826848
Exoc4	0.621	0.07714279
Ccdc58	0.622	-0.07452859
Gm12070	0.622	-0.03932717
Csmd3	0.622	-0.04454781
Rnase9	0.622	-0.03062796
4930583K01Rik	0.622	-0.05247035
Duox2	0.622	-0.03858516
Naa11	0.622	-0.03756333
Gpr68	0.622	0.04233842
Fam227a	0.622	-0.0445655
Cyp2j12	0.622	0.04511555
Fam110c	0.622	-0.04993762
Dvl2	0.622	0.03670314
A330070K13Rik	0.622	-0.06595913
Zscan12	0.623	-0.07298032
Gng12	0.623	0.03597867
Ipo5	0.623	0.05206473
Fshb	0.623	-0.04244511
Rsbn1l	0.623	-0.04185998
Alg2	0.623	-0.04855249
Smim24	0.623	-0.04765274
Nup210l	0.623	-0.06621942
Kcnb2	0.623	-0.05742075
1700036A12Rik	0.623	-0.03841055
Olfr507	0.623	0.04365928
A730049H05Rik	0.623	0.06278254
Thsd7a	0.624	0.0435608
4932411N23Rik	0.624	-0.04341896
Phf6	0.624	0.04683111
Nudt1	0.624	0.0721792
Rsrp1	0.624	-0.06442653
Lxn	0.624	-0.0763606
Acp1	0.624	0.06516582
Bcl2l2	0.624	-0.03819624
Bend7	0.624	-0.06893702
Nelfb	0.624	0.055268
Rps13	0.624	0.07004927
Gm7982	0.624	-0.03815372
Apitd1	0.624	-0.04404632
Gtf2h2	0.624	-0.04447485
Olfr1076	0.625	0.047679
Zfp286	0.625	0.04772033
Taf4b	0.625	0.04300587
Rbbp5	0.625	-0.0515033
Nfia	0.625	0.04129968
Snord87	0.625	0.10370289
Asic3	0.625	-0.04653143
Emx2	0.625	-0.07005259
Tdpoz4	0.625	0.05025779
Fam221b	0.625	-0.04117838
LOC102637269	0.625	-0.08483541
Skint11	0.625	0.05405904
Mir33	0.625	-0.04093506
Fancl	0.626	0.06929714
Gm5124	0.626	-0.04711611
Gm12070	0.626	-0.03232182
9530009G21Rik	0.626	0.07126767
Lysmd2	0.626	-0.05530276
Cd164	0.626	0.03098147
Fam133b	0.626	0.04054027
Letmd1	0.626	0.07251524
Gnao1	0.626	0.03268584
Heca	0.627	0.06078276
Pgap1	0.627	0.07215403
Zfp449	0.627	0.08287809
Chmp7	0.627	-0.06057155
Ankrd60	0.627	-0.03939615
Tmem161b	0.627	-0.04627883
A530064D06Rik	0.627	-0.06483149
4930429B21Rik	0.627	0.04427255
Olfr432	0.627	0.04940406
Tex18	0.627	0.03492175
Gtf2b	0.627	0.04466421
Rbm24	0.627	-0.04587244
Ptx3	0.627	-0.08857852
Gm12070	0.627	-0.03549972
Fcrl1	0.627	-0.05135964
Igkv10-96	0.628	-0.07037975
Olfr339	0.628	0.05301555
Nceh1	0.628	0.10024503
Ciao1	0.628	-0.04901014
Mageh1	0.628	0.04496354
Zfp640	0.628	-0.04176172
Ncor1	0.628	0.04802574
Tmem178b	0.628	-0.0780351
Agr2	0.628	0.03842596
Praf2	0.628	0.05790545
Ins2	0.628	-0.03829838
Noxo1	0.628	0.04414511
Pdxp	0.629	-0.05804583
Pcdhb9	0.629	0.04338226
Olfr800	0.629	-0.04476851
Cacna1i	0.629	-0.04915088
Olfr477	0.629	-0.04627252
Smyd5	0.629	0.07326219
Esyt3	0.629	-0.03825701
Bbc3	0.629	0.05376638
Gm9946	0.629	-0.04874223
Tkt	0.63	0.18249616
Nalcn	0.63	-0.03272464
Snord14e	0.63	-0.12230552
Itpkb	0.63	0.07273286
Rnf8-cmtr1	0.63	-0.03882433
Cadm4	0.63	-0.04743661
Reep3	0.63	-0.04622344
Chmp4b	0.63	-0.03179058
Adgrv1	0.63	-0.02962608
Olfr665	0.63	-0.04011194
Rps15a-ps6	0.63	0.08256732
Adgrf5	0.63	0.08000546
Zfp617	0.63	0.04418032
Vcpip1	0.631	0.044775
Hook2	0.631	0.04969223
Rpain	0.631	-0.0498397
Ppih	0.631	0.05248856
Vmn1r95	0.631	-0.04056779
Vmn1r95	0.631	-0.04056779
Tecpr1	0.631	-0.05941299
Bcl2a1d	0.631	0.05473316
D330050I16Rik	0.631	0.04067467
Neil1	0.631	-0.05524405
Cenpw	0.631	-0.08802723
Arl4d	0.631	-0.0664276
Gatad1	0.631	0.03820322
Lhfpl3	0.631	-0.06631251
Olfr61	0.632	0.04793629
Dgka	0.632	0.05418125
Snora2b	0.632	0.06869987
Mfi2	0.632	-0.04443466
Snx2	0.632	0.043259
Olfr1133	0.632	-0.03955155
Ndc1	0.632	0.06001764
Olfr1242	0.633	-0.03580699
Gm13498	0.633	-0.05357807
S100a9	0.633	-0.06403019
Ubr1	0.633	0.06524441
Nqo1	0.633	-0.07142141
Olfr1306	0.633	0.03216129
Lsm5	0.633	-0.12251355
Adrm1	0.633	-0.04707081
Olfr1154	0.633	-0.05970179
Reg3g	0.633	-0.05690055
Rab5c	0.633	0.04102699
3830403N18Rik	0.633	-0.05816064
4933439C10Rik	0.634	-0.0548572
Abhd5	0.634	0.06381187
Otop3	0.634	-0.05534026
Abce1	0.634	0.03861698
Olfr316	0.634	-0.06662599
A630038E17Rik	0.634	-0.0385493
AI837181	0.634	-0.05965554
Rab1b	0.634	0.07557226
Teddm1a	0.634	0.04417061
Zfp938	0.634	0.05627326
Gabra3	0.635	0.03729877
Fam107b	0.635	-0.05204181
Zfp229	0.635	-0.0929111
Phlpp1	0.635	0.04835996
Fam83f	0.635	0.04918927
Ugt3a2	0.635	-0.03716598
Stx3	0.635	-0.04864176
Olfr242	0.635	-0.04024659
Rrs1	0.635	-0.08663188
Arhgap15	0.635	0.05310343
Mir19b-2	0.635	-0.03605795
H2-Eb2	0.635	0.03807317
Olfr750	0.635	0.05192304
D430042O09Rik	0.635	0.058302
Tfg	0.635	-0.03138069
Cactin	0.636	-0.05580811
Cdhr3	0.636	0.06537782
Zfhx2	0.636	0.04818727
Nprl3	0.636	-0.0452303
Dlgap5	0.636	0.04518199
Krtap5-2	0.636	0.09466122
Vamp3	0.636	0.07252648
Slc10a4	0.636	-0.07154028
Atf7ip2	0.636	-0.05298278
Fam219b	0.636	0.0506104
Mesp2	0.636	0.05183597
Gh	0.636	0.04632365
Usp43	0.636	-0.05317041
Galnt14	0.637	-0.05882331
Cep250	0.637	0.03799905
Tnfrsf10b	0.637	-0.04726186
Gm10561	0.637	0.04966214
Cbx2	0.637	-0.05567512
D2Wsu81e	0.637	-0.03783685
Gprin3	0.637	-0.06138996
Tada3	0.637	0.04018112
Tagln	0.637	-0.05900167
Mylk3	0.637	0.04580857
Lrrc32	0.638	0.09509911
Nod1	0.638	-0.04106154
Rbm46	0.638	0.05788334
Gm8580	0.638	0.05306936
Sh3bp5l	0.638	0.04846222
Wfdc15b	0.638	-0.05106912
Dmrt3	0.638	-0.05497555
Ccl28	0.638	0.07034496
Olfr714	0.638	-0.08789996
Ttc22	0.638	-0.06926256
Olfr816	0.638	-0.03413739
Irs3	0.638	-0.0694181
Myrip	0.638	0.04789511
Cbx3	0.638	-0.05836159
4933427I04Rik	0.638	-0.04314154
Olfr845	0.638	-0.05220053
Mxd1	0.638	0.04416361
Hmgcl	0.638	-0.04420323
4731417B20Rik	0.638	0.04925587
LOC102640295	0.639	0.05162034
Gm6083	0.639	-0.05081245
Coprs	0.639	0.04496148
Gna14	0.639	-0.04528573
H2-T10	0.64	0.06183317
BC094916	0.64	0.07723966
4932438A13Rik	0.64	0.06025894
Ghrhr	0.64	-0.05106248
Gm1821	0.64	0.03705475
Ak5	0.64	-0.04331945
Vmn1r47	0.64	-0.04186403
Olfr30	0.64	-0.06969824
Tmem97	0.64	0.07508688
Dhcr24	0.64	0.0818354
Ptx4	0.64	0.08239489
Tprkb	0.64	-0.05379386
Hspa12b	0.64	-0.06149351
Lrfn4	0.64	0.05355574
Eqtn	0.641	0.0639541
LOC102634296	0.641	-0.04411594
B130024G19Rik	0.641	-0.04559604
Mettl24	0.641	-0.05287221
Svs2	0.641	-0.05151368
Fut1	0.641	-0.046938
Tsga13	0.641	0.03235957
Mzb1	0.641	0.04496373
Wscd2	0.641	-0.04089056
Tead1	0.642	0.08388595
Fam217b	0.642	0.05391854
Gpr75	0.642	-0.04685768
Gemin8	0.642	0.05862752
Gm20604	0.642	0.04054957
Cfap206	0.642	-0.04415381
Ltb	0.642	-0.06677291
Zfp13	0.642	0.03597816
Kyat3	0.642	0.04266677
Gulo	0.642	0.0615035
Hmcn1	0.642	0.05128961
Olfr1279	0.642	0.05532331
Edaradd	0.643	-0.04732547
Olfr263	0.643	0.05183788
5430411C19Rik	0.643	0.05047872
Rpl23a	0.643	-0.09192248
Nlrc5	0.643	-0.05021642
Yy1	0.643	0.03508156
Rpl23a	0.643	-0.09492861
Trav19	0.643	0.04721214
Cyp3a59	0.643	0.03302097
Dusp9	0.644	-0.05780128
Krtap24-1	0.644	0.04385511
Fam65b	0.644	0.05849188
Tmem254b	0.644	0.12381978
H2afj	0.644	0.05208763
Slfn3	0.644	-0.05431352
Olfr470	0.644	-0.05742738
Wnt2	0.644	0.04253972
Olfr1163	0.644	-0.0358045
Mir670hg	0.644	0.05706611
Ablim2	0.645	0.05777334
Gm6402	0.645	0.05838926
Gm10842	0.645	0.04362938
Zic4	0.645	-0.05575818
Grm5	0.645	0.04519684
1700007B14Rik	0.645	-0.03573419
Cnrip1	0.645	0.04044758
Zfp663	0.645	0.05939893
Olfr450	0.645	0.04033273
Prl2c5	0.645	0.04997323
